ID_Venta,ID_Producto,ID_Cliente,ID_Vendedor,Fecha_Venta,Cantidad,Precio_Unitario,Descuento,Impuestos,Total_Venta,Metodo_Pago
01040,01128,00472,00930,2022-11-05,10,230.22,8.44,9.83,390.11,01634
01041,00360,01880,00531,2022-11-06,4,414.4,8.78,6.49,553.66,00375
01042,01777,00912,01570,2022-11-07,1,493.57,1.43,13.89,927.86,01633
01043,01377,00118,00212,2022-11-08,9,314.79,18.95,14.8,940.76,01053
01044,00630,01865,01699,2022-11-09,2,640.43,5.42,9.71,942.21,00092
01045,00439,00112,00690,2022-11-10,4,319.79,18.98,14.78,731.62,01026
01046,01680,00599,00833,2022-11-11,2,390.91,10.58,5.16,469.95,01267
01047,01586,00553,00883,2022-11-12,7,86.01,16.61,7.18,703.91,01592
01048,00792,00758,00013,2022-11-13,10,96.13,19.77,10.07,816.35,02000
01049,00311,00530,01530,2022-11-14,9,580.42,5.64,10.49,807.77,00558
01050,00715,01923,00172,2022-11-15,10,546.12,3.52,10.83,978.97,01248
01051,00425,00727,01471,2022-11-16,1,256.23,3.26,7.55,126.43,01177
01052,00788,00942,00432,2022-11-17,6,223.71,16.16,5.83,749.19,01113
01053,01979,01085,00370,2022-11-18,3,682.31,16.65,6.96,853.88,00991
01054,01864,00409,00485,2022-11-19,7,639.41,7.19,10.09,492.11,01196
01055,01105,01408,01002,2022-11-20,6,326.15,6.06,12.91,484.56,01144
01056,00894,01661,00708,2022-11-21,3,521.71,6.02,12.54,272.89,01010
01057,01980,00352,00021,2022-11-22,1,616.91,14.72,11.8,727.08,00245
01058,00425,00168,00969,2022-11-23,8,578.62,19.85,12.23,152.95,00495
01059,01490,01730,00670,2022-11-24,3,381.09,18.02,5.34,754.49,00710
01060,01585,00285,00033,2022-11-25,5,421.55,7.02,6.36,930.55,01749
01061,01857,01250,00637,2022-11-26,2,315.03,10.42,8.12,559.4,00447
01062,01569,00404,00280,2022-11-27,6,611.32,11.54,13.11,878.1,00188
01063,00993,00762,01447,2022-11-28,5,193.06,12.14,6.44,700.13,01541
01064,00087,00644,00490,2022-11-29,4,286.8,8.79,12.73,327.5,01277
01065,00583,01660,01693,2022-11-30,9,520.82,7.46,8.69,977.6,01870
01066,01544,00566,01151,2022-12-01,1,581.28,6.09,7.91,906.81,01659
01067,01086,00626,01370,2022-12-02,4,292.87,7.33,5.61,981.48,00673
01068,01810,00137,00581,2022-12-03,10,217.93,17.96,6.81,927.33,01945
01069,01496,00884,01449,2022-12-04,1,177.37,11.84,9.24,248.81,01634
01070,01448,01693,00499,2022-12-05,10,433.88,0.16,12.1,279.53,00191
01071,01211,01253,01656,2022-12-06,7,264.46,2.18,13.1,954.1,00999
01072,00255,00941,00101,2022-12-07,8,133.1,2.5,14.69,969.68,01812
01073,01974,00789,00640,2022-12-08,9,284.1,8.41,5.94,421.52,00748
01074,01077,00077,00656,2022-12-09,10,124.03,5.12,8.68,719.02,01637
01075,00480,00500,00943,2022-12-10,7,596.09,0.52,8.45,504.64,00147
01076,00947,00043,00337,2022-12-11,1,609.41,7.66,6.44,445.76,00578
01077,00708,01809,00622,2022-12-12,6,282.75,19.8,5.52,666.84,01306
01078,01017,01030,01633,2022-12-13,10,529.22,5.06,8.91,316.71,00853
01079,01057,00850,00188,2022-12-14,2,138.82,5.28,5.98,932.57,01317
01080,01753,01697,01065,2022-12-15,4,598.23,15.24,10.38,494.44,01605
01081,01932,00959,01557,2022-12-16,8,338.21,5.55,12.24,450.55,00141
01082,01024,00621,01345,2022-12-17,5,394.21,9.63,11.89,810.47,00932
01083,00480,00767,00137,2022-12-18,7,390.36,18.9,7.77,859.6,00991
01084,01393,00790,01174,2022-12-19,10,134.09,5.26,6.1,437.26,00492
01085,01299,01178,01662,2022-12-20,1,449.53,15.19,7.22,683.71,01223
01086,00352,00942,00446,2022-12-21,2,603.93,19.3,7.35,258.49,01726
01087,00031,00536,00117,2022-12-22,8,650.21,13.64,13.25,957.27,00076
01088,01634,01724,01742,2022-12-23,8,426.54,11.48,13.01,669.52,00604
01089,01957,01726,01269,2022-12-24,7,335.88,13.25,5.14,635.37,00059
01090,00447,01508,01368,2022-12-25,4,441.6,8.34,9.29,625.29,00976
01091,00506,00331,01483,2022-12-26,3,170.39,11.78,15.0,804.1,01272
01092,01802,01201,01873,2022-12-27,10,648.75,16.75,9.04,826.37,01186
01093,01309,00271,00783,2022-12-28,1,113.66,5.17,9.48,325.03,00104
01094,00585,01498,01340,2022-12-29,10,94.5,2.72,14.43,238.57,00717
01095,00202,00448,01649,2022-12-30,4,582.7,4.08,8.62,820.98,01939
01096,00769,00625,00076,2022-12-31,1,449.3,1.94,11.48,316.84,01540
01097,00305,01251,00562,2023-01-01,2,621.39,7.62,11.62,163.25,01531
01098,00289,01417,00060,2023-01-02,6,88.4,7.9,5.31,511.62,01318
01099,00813,01422,01493,2023-01-03,4,351.07,15.84,8.69,256.12,01625
01100,01503,01513,01016,2023-01-04,4,614.6,19.49,14.57,705.46,00189
01101,00981,01787,01213,2023-01-05,7,572.59,12.15,13.13,637.49,01341
01102,01087,00910,01919,2023-01-06,3,467.11,10.95,12.63,530.99,00983
01103,01000,00956,00719,2023-01-07,2,544.73,9.39,11.02,392.94,01143
01104,00244,00872,01051,2023-01-08,3,152.74,14.65,10.98,817.69,01063
01105,00438,01916,01305,2023-01-09,6,215.72,5.87,9.16,884.99,01239
01106,01543,01210,00088,2023-01-10,1,662.3,1.54,10.65,510.54,01340
01107,01905,01436,01405,2023-01-11,6,345.73,17.57,8.44,513.46,00173
01108,01079,01009,01223,2023-01-12,1,333.27,10.57,9.8,223.11,00124
01109,01211,01720,00198,2023-01-13,1,320.57,7.52,14.1,929.82,01601
01110,00637,01915,00985,2023-01-14,4,681.4,8.58,6.65,684.02,00250
01111,01685,00495,00851,2023-01-15,4,511.4,11.11,13.69,366.95,01014
01112,00245,01749,00495,2023-01-16,5,472.97,5.22,9.51,619.49,01419
01113,00207,01440,01948,2023-01-17,1,84.92,9.67,14.25,632.45,01670
01114,01189,01388,01757,2023-01-18,8,350.75,18.22,13.82,180.97,00603
01115,00196,01123,00361,2023-01-19,3,551.64,18.44,5.87,414.76,00082
01116,01461,00780,00431,2023-01-20,5,507.68,5.7,14.83,529.41,01122
01117,00089,01010,01525,2023-01-21,1,481.53,5.68,11.51,409.5,00799
01118,01277,01577,01377,2023-01-22,8,131.73,3.07,9.38,754.99,00216
01119,00387,01670,01606,2023-01-23,1,334.15,7.99,14.22,489.26,00548
01120,00045,01876,01236,2023-01-24,10,523.42,0.24,8.69,460.57,00990
01121,01620,01111,01809,2023-01-25,7,631.63,2.77,12.38,796.0,01316
01122,00922,01320,00228,2023-01-26,6,609.91,13.3,10.36,145.79,00376
01123,01582,00412,01251,2023-01-27,10,550.13,5.94,10.63,605.29,01147
01124,00872,00139,01823,2023-01-28,6,205.51,3.37,13.85,670.32,00239
01125,00923,01610,01611,2023-01-29,3,328.66,7.42,8.75,272.63,01870
01126,01942,01316,01854,2023-01-30,1,515.48,14.43,14.2,963.27,00473
01127,01821,00898,01834,2023-01-31,6,275.76,17.47,9.05,818.6,00094
01128,00918,00356,01923,2023-02-01,9,479.72,15.44,11.98,959.11,00684
01129,01088,00776,01370,2023-02-02,3,71.18,17.71,12.07,339.58,00546
01130,01053,00684,00085,2023-02-03,9,598.99,13.94,9.53,886.4,01548
01131,01750,01850,01638,2023-02-04,10,622.54,13.33,14.89,158.64,01606
01132,00896,00343,01875,2023-02-05,8,539.66,2.48,11.84,877.29,01416
01133,00919,01838,01550,2023-02-06,7,172.68,0.63,11.03,209.91,00122
01134,00632,01129,00257,2023-02-07,5,272.01,10.37,13.07,747.1,00800
01135,01375,00522,00556,2023-02-08,10,579.47,9.38,10.97,572.27,00664
01136,01304,01222,01329,2023-02-09,4,132.42,14.9,6.03,981.63,00596
01137,00030,00398,00453,2023-02-10,2,258.06,17.58,10.82,491.93,00448
01138,01353,01547,01392,2023-02-11,3,196.06,3.24,8.96,663.24,01525
01139,00561,00665,01367,2023-02-12,10,370.44,12.19,11.41,610.5,00019
01140,01836,01061,01614,2023-02-13,4,526.55,13.31,14.95,506.62,01745
01141,01428,01788,01930,2023-02-14,3,272.68,0.77,7.44,820.06,00998
01142,00869,00964,00003,2023-02-15,3,225.31,6.47,10.67,753.79,01718
01143,01951,00857,00729,2023-02-16,10,313.03,2.04,9.96,399.76,00877
01144,01023,00247,01217,2023-02-17,8,651.72,19.73,14.84,104.24,00041
01145,01825,01036,01255,2023-02-18,1,634.11,17.13,10.34,459.55,01080
01146,01709,01350,01701,2023-02-19,9,367.04,4.04,5.38,621.8,00208
01147,00708,01791,01224,2023-02-20,10,227.36,13.62,6.36,712.85,01880
01148,01736,01253,01246,2023-02-21,3,401.29,1.48,14.62,728.24,01248
01149,00063,01767,01944,2023-02-22,2,129.14,17.03,8.28,726.81,01653
01150,01092,00327,01741,2023-02-23,9,143.67,7.48,7.58,203.9,00284
01151,00301,00334,00984,2023-02-24,7,606.75,13.58,13.1,870.37,00731
01152,01926,01117,01480,2023-02-25,2,72.66,13.68,12.43,502.8,01385
01153,00890,00934,01897,2023-02-26,9,505.09,13.86,12.05,714.71,00453
01154,00493,00416,00147,2023-02-27,8,420.17,12.32,7.34,905.47,00387
01155,01260,00665,00125,2023-02-28,1,640.2,0.11,10.76,615.48,00363
01156,01886,01944,00906,2023-03-01,2,126.0,12.94,12.26,909.15,01173
01157,01704,01410,00582,2023-03-02,4,672.66,3.73,6.55,518.53,01242
01158,01617,01336,01354,2023-03-03,3,455.96,18.03,7.62,929.24,01355
01159,00251,01697,01171,2023-03-04,4,211.19,9.55,14.47,392.48,00639
01160,01252,01575,01627,2023-03-05,5,345.99,14.79,14.43,970.94,00706
01161,01566,01060,01414,2023-03-06,10,358.56,16.26,9.49,339.25,00873
01162,00980,00597,01802,2023-03-07,3,442.96,13.03,6.67,471.52,01344
01163,01193,01301,00251,2023-03-08,9,102.62,14.14,9.37,143.1,01811
01164,01907,00419,00612,2023-03-09,2,313.71,4.92,8.67,663.39,00435
01165,00474,01104,00116,2023-03-10,9,267.74,9.93,10.01,653.56,00009
01166,00298,01992,01478,2023-03-11,8,160.76,4.13,14.18,225.04,01628
01167,01003,00412,01694,2023-03-12,5,615.39,12.24,14.77,880.51,01384
01168,01153,01459,00028,2023-03-13,10,511.49,2.1,11.49,385.03,01132
01169,00377,00172,00373,2023-03-14,4,386.71,12.8,7.43,400.22,01370
01170,01193,00535,00685,2023-03-15,7,467.58,0.86,12.56,509.22,01795
01171,00716,00662,00510,2023-03-16,3,156.02,11.63,6.92,817.16,01223
01172,01984,01545,00612,2023-03-17,9,74.0,4.85,11.62,243.15,01228
01173,01240,00067,00657,2023-03-18,7,186.68,3.89,5.57,128.67,00256
01174,00093,00704,00715,2023-03-19,6,511.58,14.56,5.44,219.65,00017
01175,00600,01191,00544,2023-03-20,2,668.41,10.63,10.01,386.21,00598
01176,01673,00161,00742,2023-03-21,9,420.68,5.42,8.52,411.34,00094
01177,00112,00765,00196,2023-03-22,7,614.4,14.64,7.06,913.04,00751
01178,01955,01377,00930,2023-03-23,6,523.57,8.28,5.37,452.69,00395
01179,00466,00552,00776,2023-03-24,7,235.37,11.06,7.81,691.47,01297
01180,00111,01420,01263,2023-03-25,3,600.48,10.05,14.78,414.74,00956
01181,00010,00749,01975,2023-03-26,4,86.23,3.12,5.01,429.0,00098
01182,01552,01945,00790,2023-03-27,7,660.97,8.87,11.98,500.38,01507
01183,01062,01988,00992,2023-03-28,4,674.98,7.09,11.06,653.82,00517
01184,01039,00770,00647,2023-03-29,9,498.9,13.1,14.93,134.82,00524
01185,01417,01256,00068,2023-03-30,3,511.17,4.48,5.89,267.41,01088
01186,00473,01351,01515,2023-03-31,7,586.3,19.45,10.78,544.0,01559
01187,00666,00695,01588,2023-04-01,2,622.81,10.84,14.09,963.8,00275
01188,00141,00449,00477,2023-04-02,5,483.22,0.58,5.29,850.87,00226
01189,01551,00863,01611,2023-04-03,7,75.85,12.65,5.1,902.9,01822
01190,00377,00845,01663,2023-04-04,7,381.35,2.77,14.51,642.33,01723
01191,01460,01323,00473,2023-04-05,5,536.15,3.81,6.8,177.35,01252
01192,01675,01985,00697,2023-04-06,6,354.25,19.35,6.99,534.81,00088
01193,01247,01408,01019,2023-04-07,1,295.09,18.69,12.51,285.98,00521
01194,01160,00098,01567,2023-04-08,1,97.04,4.18,10.07,483.91,01377
01195,00127,00487,00574,2023-04-09,2,63.65,8.71,11.93,526.46,00848
01196,01498,01593,01426,2023-04-10,1,602.65,2.2,9.53,872.64,00584
01197,00769,00919,01564,2023-04-11,2,243.91,2.92,7.12,334.99,01892
01198,01530,00149,00907,2023-04-12,7,542.74,12.54,13.58,193.57,01651
01199,00563,00508,00565,2023-04-13,5,594.56,5.43,6.21,859.17,00293
01200,01567,01150,00878,2023-04-14,2,554.56,12.67,11.89,540.74,00303
01201,01439,01961,00134,2023-04-15,4,640.16,4.03,14.18,274.13,01801
01202,01703,01414,00246,2023-04-16,5,590.16,18.92,11.28,609.11,00901
01203,00747,00232,00340,2023-04-17,8,330.88,9.14,8.0,194.59,01235
01204,01451,01540,00683,2023-04-18,3,673.94,12.87,7.95,759.92,00395
01205,00671,01392,01776,2023-04-19,1,640.37,7.58,14.79,693.61,00857
01206,00859,01696,00840,2023-04-20,2,430.62,4.83,6.45,767.08,01086
01207,00586,00684,00465,2023-04-21,1,490.71,4.18,6.95,587.62,00618
01208,01130,00039,01099,2023-04-22,1,66.13,15.97,11.52,396.92,01413
01209,00513,00276,01662,2023-04-23,2,693.35,16.64,8.8,223.9,01904
01210,01988,00650,01262,2023-04-24,5,141.65,3.86,12.36,656.75,00253
01211,01905,00428,00159,2023-04-25,6,86.76,9.72,7.67,915.97,01032
01212,00844,01010,01191,2023-04-26,3,479.45,0.79,7.98,983.18,01367
01213,01120,01575,01416,2023-04-27,9,695.34,5.58,13.02,996.14,00433
01214,00537,01551,01653,2023-04-28,10,338.82,10.52,7.79,769.0,01937
01215,00333,00526,01426,2023-04-29,1,263.91,16.92,6.98,455.04,00480
01216,01834,00696,00533,2023-04-30,3,480.13,3.32,12.31,232.66,00179
01217,00977,00564,01753,2023-05-01,1,236.42,2.66,13.03,175.44,00827
01218,01375,01385,01035,2023-05-02,4,204.5,7.64,11.11,407.52,01249
01219,01576,00234,00655,2023-05-03,1,539.44,19.39,6.36,795.72,01100
01220,01766,00367,00923,2023-05-04,5,645.41,0.61,14.69,645.87,00431
01221,01169,01881,00740,2023-05-05,1,500.07,0.95,12.38,888.21,01934
01222,00550,00253,01551,2023-05-06,8,571.47,18.9,6.49,824.57,00478
01223,01921,00176,01387,2023-05-07,9,600.12,9.08,9.05,635.36,01092
01224,01329,01456,00628,2023-05-08,5,542.05,2.98,5.18,537.09,00818
01225,01326,00083,01079,2023-05-09,1,128.16,10.92,11.63,823.72,01309
01226,01229,01334,00924,2023-05-10,5,437.98,16.41,9.65,378.93,01617
01227,01279,01590,01016,2023-05-11,3,213.99,9.42,8.27,419.63,00236
01228,01819,01012,00739,2023-05-12,4,114.09,8.78,11.98,932.92,00853
01229,00664,01202,00610,2023-05-13,6,633.71,3.54,8.28,166.47,01582
01230,01270,01808,01171,2023-05-14,7,168.95,16.63,5.27,405.62,01947
01231,01514,00120,00936,2023-05-15,8,450.33,16.94,8.35,338.55,01138
01232,01656,01378,01658,2023-05-16,7,644.13,16.9,6.16,400.42,00837
01233,00748,01889,01541,2023-05-17,10,627.08,0.67,13.49,476.56,00353
01234,01090,00866,00573,2023-05-18,9,168.62,12.22,12.61,707.62,00830
01235,00147,01858,00767,2023-05-19,8,156.62,18.49,8.88,510.0,01705
01236,00526,01869,00602,2023-05-20,3,387.17,13.93,11.51,948.83,01066
01237,01422,00914,00917,2023-05-21,9,250.56,14.73,13.72,241.61,00077
01238,01351,01911,01637,2023-05-22,5,305.43,1.72,8.4,783.99,00589
01239,00529,01656,00724,2023-05-23,1,449.39,16.57,5.31,373.42,01084
01240,00466,00092,00090,2023-05-24,7,682.92,12.46,5.88,957.58,00413
01241,01255,00304,01450,2023-05-25,3,384.6,15.22,9.36,686.14,00379
01242,00191,01962,01487,2023-05-26,3,187.59,14.62,9.93,153.36,00933
01243,00443,00114,00402,2023-05-27,7,275.53,18.67,6.36,224.67,01054
01244,01447,00303,00912,2023-05-28,2,603.22,7.33,14.61,976.11,00847
01245,00261,00775,01942,2023-05-29,5,249.38,9.68,11.78,122.97,01356
01246,00731,00300,00490,2023-05-30,10,144.4,18.22,14.68,828.7,01915
01247,00879,01114,00963,2023-05-31,4,267.83,18.23,12.34,353.23,01773
01248,01159,00446,00146,2023-06-01,7,438.71,9.29,5.29,299.26,01048
01249,00308,00953,01028,2023-06-02,1,579.43,12.36,13.01,447.92,01105
01250,01846,01887,00486,2023-06-03,2,293.15,16.2,7.45,400.25,01405
01251,00543,00054,00372,2023-06-04,4,533.76,16.78,12.01,390.3,00769
01252,01306,00985,00585,2023-06-05,3,221.8,6.56,9.02,241.11,01226
01253,00549,01372,00790,2023-06-06,9,86.77,4.09,6.51,335.51,01330
01254,01409,01496,00291,2023-06-07,4,317.56,4.76,10.58,952.79,00462
01255,01163,00579,00543,2023-06-08,3,699.95,1.73,9.49,780.31,01260
01256,01111,01080,01626,2023-06-09,9,73.72,3.01,7.58,341.18,00900
01257,01004,00981,01710,2023-06-10,3,531.25,12.24,11.61,369.46,01549
01258,00656,01491,01864,2023-06-11,7,662.29,16.72,5.18,239.11,00895
01259,00973,00565,00208,2023-06-12,3,132.14,12.37,9.21,298.61,01370
01260,00578,01844,00289,2023-06-13,1,89.91,12.15,6.81,645.18,00329
01261,00875,00739,00027,2023-06-14,2,125.17,1.97,5.06,409.61,00869
01262,01303,01674,01179,2023-06-15,8,151.48,8.45,9.99,685.26,01710
01263,01008,01895,00466,2023-06-16,1,83.57,4.79,11.38,779.82,00898
01264,00318,01655,01022,2023-06-17,8,593.49,10.11,5.62,256.5,00982
01265,00032,00631,00103,2023-06-18,2,495.3,8.85,11.98,750.09,00545
01266,01685,00526,00887,2023-06-19,5,278.48,2.88,8.68,741.07,00751
01267,01429,01669,00853,2023-06-20,3,212.0,18.01,8.46,604.45,01769
01268,01725,00923,01882,2023-06-21,1,565.54,10.88,6.68,109.16,01903
01269,00893,01408,00642,2023-06-22,5,121.96,7.2,14.4,815.82,01319
01270,01591,01641,00548,2023-06-23,1,101.24,19.45,10.68,805.53,00393
01271,00462,00434,01363,2023-06-24,3,404.27,0.21,11.2,348.92,01677
01272,00543,01899,00147,2023-06-25,6,110.68,4.04,8.75,596.5,00926
01273,01638,01682,00038,2023-06-26,7,199.32,6.51,6.05,324.1,01042
01274,01769,00256,00832,2023-06-27,9,296.06,11.37,10.64,414.01,00284
01275,01615,01886,00523,2023-06-28,7,329.11,3.41,11.79,459.82,01188
01276,01887,00396,01417,2023-06-29,10,543.09,1.6,10.49,422.43,00634
01277,01381,00628,01546,2023-06-30,6,413.85,16.12,6.79,117.06,01605
01278,00780,00407,00751,2023-07-01,9,520.36,19.94,9.24,210.98,01003
01279,01703,00191,00426,2023-07-02,9,266.86,1.26,5.46,701.93,00880
01280,01182,00594,01038,2023-07-03,9,200.98,1.2,5.11,555.25,00283
01281,00220,01991,00065,2023-07-04,10,148.38,5.59,5.69,503.75,01665
01282,00728,00421,01669,2023-07-05,9,82.22,3.73,5.01,679.3,01781
01283,00633,00530,00244,2023-07-06,1,395.18,10.54,5.87,668.88,00560
01284,01082,00091,00031,2023-07-07,6,202.34,3.75,14.23,669.88,01306
01285,01862,01990,00929,2023-07-08,6,168.27,19.05,9.49,553.25,01091
01286,01666,02000,00585,2023-07-09,8,440.93,10.21,7.06,515.86,01460
01287,00612,00276,01046,2023-07-10,9,334.15,1.07,7.26,934.69,01784
01288,01041,01303,01959,2023-07-11,6,471.29,5.53,12.1,816.96,01766
01289,00758,00393,01569,2023-07-12,9,156.68,1.24,14.02,560.56,00770
01290,00978,00533,01774,2023-07-13,8,425.95,4.11,14.51,191.3,00561
01291,01359,01236,01208,2023-07-14,6,684.04,5.24,13.86,691.35,01293
01292,01747,01556,01299,2023-07-15,10,82.11,4.94,11.65,186.48,00144
01293,00010,00994,01958,2023-07-16,1,120.12,12.02,8.91,845.8,00198
01294,00853,00856,01330,2023-07-17,3,68.24,15.92,8.24,394.95,00889
01295,00832,00403,01584,2023-07-18,2,216.24,9.06,8.75,594.36,01651
01296,01607,01945,01768,2023-07-19,5,478.96,4.03,14.91,377.88,01986
01297,00070,00748,00726,2023-07-20,6,518.62,5.28,13.34,415.52,00118
01298,00775,00960,00765,2023-07-21,5,382.95,0.46,7.57,622.03,01017
01299,01037,00749,01840,2023-07-22,1,347.39,0.43,8.6,418.06,00742
01300,01005,01987,01935,2023-07-23,2,479.02,18.78,14.83,897.64,01253
01301,00759,01983,00982,2023-07-24,2,122.44,18.54,14.54,565.73,00195
01302,01904,01195,00190,2023-07-25,2,589.75,1.38,7.38,821.37,00741
01303,01434,00762,01433,2023-07-26,10,681.4,17.71,10.7,466.56,01030
01304,00967,00144,01634,2023-07-27,2,103.04,4.71,8.72,485.5,00172
01305,00053,01824,01108,2023-07-28,5,154.11,9.87,7.72,197.31,01921
01306,01500,00360,01290,2023-07-29,10,164.96,10.45,14.95,105.59,00061
01307,00167,00833,01082,2023-07-30,5,587.7,2.18,6.02,642.9,01891
01308,00765,01289,01638,2023-07-31,5,365.75,16.39,7.07,305.36,01712
01309,01694,00186,00679,2023-08-01,3,473.9,17.62,14.64,468.81,00661
01310,01004,00283,00822,2023-08-02,7,226.17,0.08,11.53,539.65,01749
01311,00128,00293,00607,2023-08-03,5,643.46,10.16,7.19,758.66,01485
01312,00009,01811,00080,2023-08-04,2,349.01,2.27,14.91,391.43,00520
01313,00787,01608,01944,2023-08-05,2,196.98,16.08,9.77,282.93,01752
01314,01724,01832,01897,2023-08-06,8,574.16,18.83,9.05,479.3,00162
01315,01921,00354,00148,2023-08-07,5,508.85,19.56,8.0,397.36,00424
01316,00719,00884,00374,2023-08-08,6,426.72,0.26,5.69,174.66,01256
01317,01924,01603,00014,2023-08-09,3,88.25,1.26,14.22,816.58,01435
01318,00970,01569,01739,2023-08-10,4,67.77,10.91,8.85,252.73,00895
01319,01364,00985,01970,2023-08-11,1,158.85,12.39,14.68,403.46,01154
01320,00466,00211,01806,2023-08-12,5,578.81,19.6,11.01,588.4,00131
01321,01751,01857,01716,2023-08-13,6,627.35,7.42,11.55,343.94,00356
01322,00599,01262,01915,2023-08-14,10,320.08,7.1,7.22,151.95,01890
01323,00412,00457,00578,2023-08-15,6,408.09,16.2,7.37,388.21,00755
01324,00886,01799,00743,2023-08-16,1,686.89,7.06,12.24,984.03,01426
01325,01264,00722,00369,2023-08-17,10,206.46,17.93,14.7,352.04,00853
01326,01705,00719,01580,2023-08-18,2,333.61,6.7,9.72,934.84,00379
01327,01152,01016,01905,2023-08-19,6,298.25,13.78,13.47,464.02,01490
01328,01430,00582,01692,2023-08-20,9,217.54,11.72,8.88,388.17,00879
01329,00084,00071,01542,2023-08-21,10,174.64,11.74,14.28,759.77,01058
01330,00333,01806,00086,2023-08-22,1,301.57,1.05,14.9,250.77,00914
01331,01605,00244,00444,2023-08-23,5,568.73,15.54,8.56,577.98,01505
01332,01169,00060,01408,2023-08-24,7,315.02,8.34,14.56,286.04,00557
01333,00924,00976,01157,2023-08-25,2,602.85,7.6,13.96,112.45,01364
01334,01229,00877,01377,2023-08-26,7,259.01,11.95,11.92,199.68,00073
01335,01472,01260,00482,2023-08-27,1,66.81,15.65,5.27,654.5,00237
01336,00203,00106,01214,2023-08-28,10,652.66,2.35,7.7,752.43,00073
01337,01537,01093,00968,2023-08-29,10,297.95,18.07,10.17,727.95,01397
01338,01101,01574,01458,2023-08-30,3,616.3,13.37,12.07,309.21,00636
01339,01254,01000,00744,2023-08-31,5,624.48,5.65,12.21,123.99,01824
01340,00946,00656,00328,2023-09-01,5,613.18,10.85,12.17,727.23,00182
01341,00939,01727,01008,2023-09-02,6,171.28,6.6,9.17,791.63,01313
01342,01110,01185,00736,2023-09-03,6,130.06,9.9,13.32,512.36,01417
01343,01316,00401,00469,2023-09-04,6,242.68,7.86,8.7,624.42,01051
01344,00321,00576,00016,2023-09-05,6,133.59,5.35,7.77,361.23,01306
01345,01886,00998,01985,2023-09-06,8,429.8,14.55,12.37,299.02,01509
01346,01408,01773,01360,2023-09-07,6,312.34,18.98,8.61,427.32,01920
01347,01947,01702,01133,2023-09-08,7,594.21,3.1,8.28,947.46,01610
01348,01526,00113,01691,2023-09-09,6,536.35,7.86,13.13,659.39,01230
01349,00692,00704,00387,2023-09-10,5,236.99,14.73,10.44,857.63,01498
01350,00753,00404,00712,2023-09-11,8,132.44,5.62,6.87,838.49,00444
01351,01505,01139,01012,2023-09-12,5,141.39,17.1,8.05,172.1,00011
01352,01667,01678,01320,2023-09-13,5,463.22,13.09,6.98,734.28,00529
01353,01348,01797,01502,2023-09-14,3,371.05,14.46,7.37,870.32,00610
01354,00410,00958,00711,2023-09-15,10,206.65,18.09,6.96,844.33,00445
01355,00186,00500,01725,2023-09-16,6,216.1,1.23,9.63,192.81,00907
01356,00346,00706,00042,2023-09-17,4,275.04,0.77,14.24,579.62,01350
01357,00460,00242,01225,2023-09-18,5,303.26,17.72,9.0,197.25,01049
01358,01042,01953,00288,2023-09-19,2,277.08,16.0,13.42,465.72,01533
01359,01913,01727,00860,2023-09-20,2,579.19,5.0,9.92,440.18,01789
01360,00359,00839,01361,2023-09-21,9,643.73,17.56,12.1,377.34,01706
01361,00124,00537,00626,2023-09-22,4,598.06,10.09,11.53,317.77,00933
01362,00393,01260,01975,2023-09-23,8,675.74,14.18,7.01,299.46,01811
01363,00792,00580,01389,2023-09-24,4,359.06,5.9,13.73,539.53,01601
01364,00802,01635,01945,2023-09-25,5,549.92,17.01,5.46,250.63,00152
01365,01376,00009,00987,2023-09-26,7,420.76,11.96,7.68,142.11,00975
01366,00535,01615,00797,2023-09-27,5,104.37,16.76,14.04,157.03,00480
01367,01967,01481,00400,2023-09-28,8,358.31,11.98,5.41,410.17,00020
01368,01715,01065,01292,2023-09-29,4,240.54,6.9,5.45,644.49,01366
01369,00724,00227,01554,2023-09-30,6,481.35,18.42,13.63,650.07,00175
01370,00540,00677,01852,2023-10-01,2,668.61,13.23,5.94,271.06,01465
01371,01728,00210,01334,2023-10-02,4,621.7,17.27,6.67,536.18,01389
01372,00669,00180,01295,2023-10-03,3,443.34,11.38,6.02,604.04,00933
01373,00704,00471,00632,2023-10-04,5,438.31,0.75,8.49,556.65,01785
01374,00866,01902,00133,2023-10-05,8,143.2,19.41,7.31,331.21,01376
01375,01161,01814,01437,2023-10-06,4,544.52,15.73,9.98,294.74,00614
01376,01948,00304,00227,2023-10-07,4,475.78,6.01,5.39,594.84,00012
01377,01123,00921,01586,2023-10-08,2,674.37,17.99,7.29,466.63,01566
01378,00133,00861,00772,2023-10-09,5,170.09,6.77,9.84,753.8,00724
01379,00149,01351,01687,2023-10-10,5,407.5,12.29,11.4,799.21,00433
01380,00203,00924,01975,2023-10-11,1,186.55,10.28,13.6,973.29,00467
01381,00315,00800,01183,2023-10-12,9,337.33,4.59,6.71,511.28,01627
01382,01824,00607,01228,2023-10-13,10,492.18,12.39,7.79,877.78,00490
01383,01939,01424,01984,2023-10-14,4,101.29,5.36,10.9,172.65,01809
01384,00834,01823,00875,2023-10-15,9,68.94,16.27,14.8,332.59,00255
01385,01934,01909,00400,2023-10-16,7,87.14,3.23,8.91,850.33,01272
01386,00487,01871,00929,2023-10-17,6,481.83,6.0,7.81,110.26,01961
